abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classification,defense,experience_growth,generation,height_m,hp,image,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,57,5120,70,273,235,Poison Pin Pokémon,40,1059860,1,0.5,46,images/nidoran-m.png,0,Nidoran?ニドラン♂,Nidoran♂,100,32,40,40,50,poison,,9.0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,62,5120,70,365,120,Poison Pin Pokémon,67,1059860,1,0.8,70,images/nidorina.png,0,Nidorinaニドリーナ,Nidorina,0,30,55,55,56,poison,,20.0
"['Poison Point', 'Rivalry', 'Hustle']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,72,5120,70,365,120,Poison Pin Pokémon,57,1059860,1,0.9,61,images/nidorino.png,0,Nidorinoニドリーノ,Nidorino,100,33,55,55,65,poison,,19.5
['Beast Boost'],0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2,53,30720,0,570,45,Parasite Pokémon,47,1250000,7,1.2,109,images/nihilego.png,1,Uturoidウツロイド,Nihilego,0,793,127,131,103,rock,poison,55.5
"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,Trainee Pokémon,90,600000,3,0.5,31,images/nincada.png,0,Tutininツチニン,Nincada,50,290,30,30,40,bug,ground,5.5
"['Flash Fire', 'Drought', 'Snow Cloak', 'Snow Warning']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,67,5120,70,505,75,Fox Pokémon,75,1000000,1,0,73,images/ninetales.png,0,Kyukonキュウコン,Ninetales,24.6,38,81,100,109,fire,ice,0
"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,Ninja Pokémon,45,600000,3,0.8,61,images/ninjask.png,0,Tekkaninテッカニン,Ninjask,50,291,50,50,160,bug,flying,12.0
"['Insomnia', 'Keen Eye', 'Tinted Lens']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,3840,70,452,90,Owl Pokémon,50,1000000,2,1.6,100,images/noctowl.png,0,Yorunozukuヨルノズク,Noctowl,50,164,86,96,70,normal,flying,40.8
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,245,190,Sound Wave Pokémon,35,1000000,6,0.5,40,images/noibat.png,0,Onbatオンバット,Noibat,50,714,45,40,55,flying,dragon,8.0
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,45,Sound Wave Pokémon,80,1000000,6,1.5,85,images/noivern.png,0,Onvernオンバーン,Noivern,50,715,97,80,123,flying,dragon,85.0
"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass Pokémon,135,1000000,3,1.0,30,images/nosepass.png,0,Nosepassノズパス,Nosepass,50,299,45,90,30,rock,,97.0
"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,60,5120,70,305,255,Numb Pokémon,40,1000000,3,0.7,60,images/numel.png,0,Donmelドンメル,Numel,50,322,65,45,35,fire,ground,24.0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily Pokémon,40,1059860,3,1.0,70,images/nuzleaf.png,0,Konohanaコノハナ,Nuzleaf,50,274,60,40,60,grass,dark,28.0
"['Suction Cups', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,480,75,Jet Pokémon,75,1000000,2,0.9,75,images/octillery.png,0,Okutankオクタン,Octillery,50,224,105,75,45,water,,28.5
"['Chlorophyll', 'Run Away']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,5120,70,320,255,Weed Pokémon,55,1059860,1,0.5,45,images/oddish.png,0,Nazonokusaナゾノクサ,Oddish,50,43,75,65,30,grass,poison,5.4
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,40,7680,70,355,45,Spiral Pokémon,100,1000000,1,0.4,35,images/omanyte.png,0,Omniteオムナイト,Omanyte,88.1,138,90,55,35,rock,water,7.5
"['Swift Swim', 'Shell Armor', 'Weak Armor']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,60,7680,70,495,45,Spiral Pokémon,125,1000000,1,1.0,70,images/omastar.png,0,Omstarオムスター,Omastar,88.1,139,115,70,55,rock,water,35.0
"['Rock Head', 'Sturdy', 'Weak Armor']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,45,6400,70,385,45,Rock Snake Pokémon,160,1000000,1,8.8,35,images/onix.png,0,Iwarkイワーク,Onix,50,95,30,45,70,rock,ground,210.0
"['Inner Focus', 'Telepathy', 'Symbiosis']",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,5120,70,490,45,Sage Pokémon,80,1250000,7,1.5,90,images/oranguru.png,0,Yareyuutanヤレユータン,Oranguru,50,765,90,110,60,normal,psychic,76.0
['Dancer'],0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,476,45,Dancing Pokémon,70,1000000,7,0.6,75,images/oricorio-baile.png,0,Odoridori (pachipachi Style)オドリドリ,Oricorio,24.6,741,98,70,93,fire,flying,3.4
"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,5,0.5,55,images/oshawott.png,0,Mijumaruミジュマル,Oshawott,88.1,501,63,45,45,water,,5.9
"['Run Away', 'Pickup', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,2560,100,405,200,EleSquirrel Pokémon,70,1000000,4,0.4,60,images/pachirisu.png,0,Pachirisuパチリス,Pachirisu,50,417,45,90,95,electric,,3.9
"['Pressure', 'Telepathy']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,120,30720,0,680,3,Spatial Pokémon,100,1250000,4,4.2,90,images/palkia.png,1,Palkiaパルキア,Palkia,0,484,150,120,100,water,dragon,336.0
"['Water Compaction', 'Sand Veil']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,3840,70,480,60,Sand Castle Pokémon,110,1000000,7,1.3,85,images/palossand.png,0,Sirodethnaシロデスナ,Palossand,50,770,100,75,35,ghost,ground,250.0
"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pokémon,55,1059860,5,0.8,75,images/palpitoad.png,0,Gamagaruガマガル,Palpitoad,50,536,65,55,69,water,ground,17.0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,6400,70,348,220,Playful Pokémon,62,1000000,6,0.6,67,images/pancham.png,0,Yanchamヤンチャム,Pancham,50,674,46,48,43,fighting,,8.0
"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,124,6400,70,495,65,Daunting Pokémon,78,1000000,6,2.1,95,images/pangoro.png,0,Gorondaゴロンダ,Pangoro,50,675,69,71,58,fighting,dark,136.0
"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,5,0.6,50,images/panpour.png,0,Hiyappuヒヤップ,Panpour,88.1,515,53,48,64,water,,13.5
"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,5,0.6,50,images/pansage.png,0,Yanappuヤナップ,Pansage,88.1,511,53,48,64,grass,,10.5
"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp Pokémon,48,1000000,5,0.6,50,images/pansear.png,0,Baoppuバオップ,Pansear,88.1,513,53,48,64,fire,,11.0
"['Effect Spore', 'Dry Skin', 'Damp']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,70,5120,70,285,190,Mushroom Pokémon,55,1000000,1,0.3,35,images/paras.png,0,Parasパラス,Paras,50,46,45,55,25,bug,grass,5.4
"['Effect Spore', 'Dry Skin', 'Damp']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,95,5120,70,405,75,Mushroom Pokémon,80,1000000,1,1.0,60,images/parasect.png,0,Parasectパラセクト,Parasect,50,47,60,80,30,bug,grass,29.5
"['Receiver', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,490,45,Teamwork Pokémon,90,1250000,7,2.0,100,images/passimian.png,0,Nagetukesaruナゲツケサル,Passimian,50,766,40,60,80,fighting,,82.8
"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout Pokémon,39,1000000,5,0.5,45,images/patrat.png,0,Minezumiミネズミ,Patrat,50,504,35,39,42,normal,,11.6
"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,5,0.5,45,images/pawniard.png,0,Komatanaコマタナ,Pawniard,50,624,40,40,60,dark,steel,10.2
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,3,1.2,60,images/pelipper.png,0,Pelipperペリッパー,Pelipper,50,279,95,70,65,water,flying,28.0
"['Limber', 'Technician', 'Unnerve', 'Fur Coat', 'Technician', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,440,90,Classy Cat Pokémon,60,1000000,1,0,65,images/persian.png,0,Persianペルシアン,Persian,50,53,75,65,115,normal,dark,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,5,0.5,45,images/petilil.png,0,Churineチュリネ,Petilil,0,548,70,50,30,grass,,6.6
"['Pickup', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,5120,70,330,120,Long Nose Pokémon,60,1000000,2,0.5,90,images/phanpy.png,0,Gomazouゴマゾウ,Phanpy,50,231,40,40,40,ground,,33.5
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,Stump Pokémon,48,1000000,6,0.4,43,images/phantump.png,0,Bokureiボクレー,Phantump,50,708,50,60,38,ghost,grass,7.0
['Beast Boost'],0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1,137,30720,0,570,255,Lissome Pokémon,37,1250000,7,1.8,71,images/pheromosa.png,1,Pheroacheフェローチェ,Pheromosa,0,795,137,37,151,bug,fighting,25.0
['Hydration'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,10240,70,480,30,Sea Drifter Pokémon,80,1250000,4,0.4,80,images/phione.png,0,Phioneフィオネ,Phione,0,489,80,80,80,water,,3.1
"['Static', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,40,2560,70,205,190,Tiny Mouse Pokémon,15,1000000,2,0.3,20,images/pichu.png,0,Pichuピチュー,Pichu,50,172,35,35,60,electric,,2.0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,80,3840,70,579,45,Bird Pokémon,80,1059860,1,1.5,83,images/pidgeot.png,0,Pigeotピジョット,Pidgeot,50,18,135,80,121,normal,flying,39.5
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,60,3840,70,349,120,Bird Pokémon,55,1059860,1,1.1,63,images/pidgeotto.png,0,Pigeonピジョン,Pidgeotto,50,17,50,50,71,normal,flying,30.0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,3840,70,251,255,Tiny Bird Pokémon,40,1059860,1,0.3,40,images/pidgey.png,0,Poppoポッポ,Pidgey,50,16,35,35,56,normal,flying,1.8
"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,5,0.3,50,images/pidove.png,0,Mamepatoマメパト,Pidove,50,519,36,30,43,normal,flying,2.1
"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,5,1.0,90,images/pignite.png,0,Chaobooチャオブー,Pignite,88.1,499,70,55,55,fire,fighting,55.5
"['Static', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,55,2560,70,320,190,Mouse Pokémon,40,1000000,1,0.4,35,images/pikachu.png,0,Pikachuピカチュウ,Pikachu,50,25,50,50,90,electric,,6.0
"['Keen Eye', 'Skill Link', 'Pickup']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,265,255,Woodpecker Pokémon,30,1000000,7,0.3,35,images/pikipek.png,0,Tsutsukeraツツケラ,Pikipek,50,731,30,30,65,normal,flying,1.2
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine Pokémon,80,1250000,2,1.1,100,images/piloswine.png,0,Inomooイノムー,Piloswine,50,221,60,60,50,ice,ground,55.8
"['Sturdy', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,65,5120,70,290,190,Bagworm Pokémon,90,1000000,2,0.6,50,images/pineco.png,0,Kunugidamaクヌギダマ,Pineco,50,204,35,35,15,bug,,7.2
"['Hyper Cutter', 'Mold Breaker', 'Moxie']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,155,6400,70,600,45,Stagbeetle Pokémon,120,1250000,1,1.5,65,images/pinsir.png,0,Kailiosカイロス,Pinsir,50,127,65,90,105,bug,,55.0
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,51,5120,70,314,45,Penguin Pokémon,53,1059860,4,0.4,53,images/piplup.png,0,Pochamaポッチャマ,Piplup,88.1,393,61,56,40,water,,5.2
"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,5120,70,405,200,Cheering Pokémon,40,1000000,3,0.4,60,images/plusle.png,0,Prasleプラスル,Plusle,50,311,85,75,95,electric,,4.2
"['Water Absorb', 'Damp', 'Drizzle']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,500,45,Frog Pokémon,75,1059860,2,1.1,90,images/politoed.png,0,Nyorotonoニョロトノ,Politoed,50,186,90,100,70,water,,33.9
"['Water Absorb', 'Damp', 'Swift Swim']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,300,255,Tadpole Pokémon,40,1059860,1,0.6,40,images/poliwag.png,0,Nyoromoニョロモ,Poliwag,50,60,40,40,90,water,,12.4
"['Water Absorb', 'Damp', 'Swift Swim']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,385,120,Tadpole Pokémon,65,1059860,1,1.0,65,images/poliwhirl.png,0,Nyorozoニョロゾ,Poliwhirl,50,61,50,50,90,water,,20.0
"['Water Absorb', 'Damp', 'Swift Swim']",0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,95,5120,70,510,45,Tadpole Pokémon,95,1059860,1,1.3,90,images/poliwrath.png,0,Nyorobonニョロボン,Poliwrath,50,62,70,90,70,water,fighting,54.0
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,5120,70,410,190,Fire Horse Pokémon,55,1000000,1,1.0,50,images/ponyta.png,0,Ponytaポニータ,Ponyta,50,77,65,65,90,fire,,30.0
"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,220,255,Bite Pokémon,35,1000000,3,0.5,35,images/poochyena.png,0,Pochienaポチエナ,Poochyena,50,261,30,30,35,dark,,13.6
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,45,Sea Lion Pokémon,54,1059860,7,0.4,50,images/popplio.png,0,Ashimariアシマリ,Popplio,88.1,728,66,56,40,water,,7.5
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,395,45,Virtual Pokémon,70,1000000,1,0.8,65,images/porygon.png,0,Porygonポリゴン,Porygon,0,137,85,75,40,normal,,36.5
"['Adaptability', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,535,30,Virtual Pokémon,70,1000000,4,0.9,85,images/porygon-z.png,0,Porygon-zポリゴンＺ,Porygon-Z,0,474,135,75,90,normal,,34.0
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual Pokémon,90,1000000,2,0.6,85,images/porygon2.png,0,Porygon2ポリゴン２,Porygon2,0,233,105,95,60,normal,,32.5
"['Torrent', 'Liquid Voice']",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,45,Soloist Pokémon,74,1059860,7,1.8,80,images/primarina.png,0,Ashireneアシレーヌ,Primarina,88.1,730,126,116,60,water,fairy,44.0
"['Vital Spirit', 'Anger Point', 'Defiant']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,455,75,Pig Monkey Pokémon,60,1000000,1,1.0,65,images/primeape.png,0,Okorizaruオコリザル,Primeape,50,57,60,70,95,fighting,,32.0
"['Torrent', 'Defiant']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,66,5120,70,405,45,Penguin Pokémon,68,1059860,4,0.8,64,images/prinplup.png,0,Pottaishiポッタイシ,Prinplup,88.1,394,81,76,50,water,,23.0
"['Sturdy', 'Magnet Pull', 'Sand Force']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,55,5120,70,525,60,Compass Pokémon,145,1000000,4,1.4,60,images/probopass.png,0,Dainoseダイノーズ,Probopass,50,476,75,150,40,rock,steel,340.0
"['Damp', 'Cloud Nine', 'Swift Swim']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,52,5120,70,320,190,Duck Pokémon,48,1000000,1,0.8,50,images/psyduck.png,0,Koduckコダック,Psyduck,50,54,65,50,55,water,,19.6
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,120,Pumpkin Pokémon,70,1000000,6,0.8,59,images/pumpkaboo-average.png,0,Bakecchaバケッチャ,Pumpkaboo,50,710,44,55,41,ghost,grass,15.0
['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell Pokémon,70,1250000,2,1.2,70,images/pupitar.png,0,Sanagirasサナギラス,Pupitar,50,247,65,70,51,rock,ground,152.0
"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious Pokémon,37,1000000,5,0.4,41,images/purrloin.png,0,Choronekoチョロネコ,Purrloin,50,509,50,37,66,dark,,10.1
"['Thick Fat', 'Own Tempo', 'Defiant']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,82,5120,70,452,75,Tiger Cat Pokémon,64,800000,4,1.0,71,images/purugly.png,0,Bunyattoブニャット,Purugly,24.6,432,64,59,112,normal,,43.8
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,68,5120,70,507,65,Royal Pokémon,72,1059860,6,1.5,86,images/pyroar.png,0,Kaenjishiカエンジシ,Pyroar,11.2,668,109,66,106,fire,normal,81.5
"['Innards Out', 'Unaware']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,3840,70,410,60,Sea Cucumber Pokémon,130,800000,7,0.3,55,images/pyukumuku.png,0,Namakobushiナマコブシ,Pyukumuku,50,771,30,130,5,water,,1.2
"['Damp', 'Water Absorb', 'Unaware']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,430,90,Water Fish Pokémon,85,1000000,2,1.4,95,images/quagsire.png,0,Nuohヌオー,Quagsire,50,195,65,65,35,water,ground,75.0
"['Blaze', 'Flash Fire']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,64,5120,70,405,45,Volcano Pokémon,58,1059860,2,0.9,58,images/quilava.png,0,Magmarashiマグマラシ,Quilava,88.1,156,80,65,80,fire,,19.0
"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,78,5120,70,405,45,Spiny Armor Pokémon,95,1059860,6,0.7,61,images/quilladin.png,0,Hariborgハリボーグ,Quilladin,88.1,651,56,58,57,grass,,29.0
"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,95,5120,70,440,45,Balloon Pokémon,85,1000000,2,0.5,65,images/qwilfish.png,0,Harysenハリーセン,Qwilfish,50,211,55,55,85,water,poison,3.9
"['Static', 'Lightningrod', 'Surge Surfer']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,2560,70,485,75,Mouse Pokémon,50,1000000,1,0,60,images/raichu.png,0,Raichuライチュウ,Raichu,50,26,95,85,110,electric,electric,0
"['Pressure', 'Inner Focus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder Pokémon,75,1250000,2,1.9,90,images/raikou.png,1,Raikouライコウ,Raikou,0,243,115,100,115,electric,,178.0
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling Pokémon,25,1250000,3,0.4,28,images/ralts.png,0,Raltsラルトス,Ralts,50,280,45,35,40,psychic,fairy,6.6
"['Mold Breaker', 'Sheer Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,165,7680,70,495,45,Head Butt Pokémon,60,600000,4,1.6,97,images/rampardos.png,0,Rampaldラムパルド,Rampardos,88.1,409,65,50,58,rock,,102.5
"['Run Away', 'Flash Fire', 'Flame Body']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,100,5120,70,500,60,Fire Horse Pokémon,70,1000000,1,1.7,65,images/rapidash.png,0,Gallopギャロップ,Rapidash,50,78,80,80,105,fire,,95.0
"['Run Away', 'Guts', 'Hustle', 'Gluttony', 'Hustle', 'Thick Fat']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,3840,70,413,127,Mouse Pokémon,70,1000000,1,0,75,images/raticate.png,0,Rattaラッタ,Raticate,50,20,40,80,77,normal,dark,0
"['Run Away', 'Guts', 'Hustle', 'Gluttony', 'Hustle', 'Thick Fat']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,56,3840,70,253,255,Mouse Pokémon,35,1000000,1,0,30,images/rattata.png,0,Korattaコラッタ,Rattata,50,19,25,35,72,normal,dark,0
['Air Lock'],0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,180,30720,0,780,45,Sky High Pokémon,100,1250000,3,7.0,105,images/rayquaza.png,1,Rayquazaレックウザ,Rayquaza,0,384,180,100,115,dragon,flying,206.5
"['Clear Body', 'Ice Body']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,20480,35,580,3,Iceberg Pokémon,100,1250000,3,1.8,80,images/regice.png,1,Regiceレジアイス,Regice,0,378,100,200,50,ice,,175.0
['Slow Start'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,30720,0,670,3,Colossal Pokémon,110,1250000,4,3.7,110,images/regigigas.png,1,Regigigasレジギガス,Regigigas,0,486,80,110,100,normal,,420.0
"['Clear Body', 'Sturdy']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,100,20480,35,580,3,Rock Peak Pokémon,200,1250000,3,1.7,80,images/regirock.png,1,Regirockレジロック,Regirock,0,377,50,100,50,rock,,230.0
"['Clear Body', 'Light Metal']",0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,75,20480,35,580,3,Iron Pokémon,150,1250000,3,1.9,80,images/registeel.png,1,Registeelレジスチル,Registeel,0,379,75,150,50,steel,,205.0
"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,90,10240,70,485,25,Longevity Pokémon,130,1250000,3,1.0,100,images/relicanth.png,0,Glanthジーランス,Relicanth,88.1,369,45,65,55,water,rock,23.4
